,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,target
14705,58,4,1,0,0,1,1,0,6,4,184,1,999,1,0,-1.8,92.89299999999999,-46.2,1.281,5099.1,0
14706,37,1,1,1,0,1,1,0,6,3,98,4,999,0,1,-1.8,92.89299999999999,-46.2,1.344,5099.1,0
14707,34,3,1,3,0,1,0,0,6,0,106,1,999,1,0,-1.8,92.89299999999999,-46.2,1.25,5099.1,0
14708,36,6,1,5,0,0,0,0,6,1,54,1,999,0,1,-1.8,92.89299999999999,-46.2,1.264,5099.1,0
14709,43,4,1,5,0,0,0,0,0,1,48,2,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
14710,43,7,1,3,0,0,0,0,3,2,345,1,999,0,1,1.4,93.91799999999999,-42.7,4.958,5228.1,0
14711,44,1,1,2,0,1,1,1,6,3,247,3,999,0,1,1.1,93.994,-36.4,4.856,5191.0,0
14712,49,7,1,3,0,0,0,0,1,1,212,1,999,0,1,1.4,93.444,-36.1,4.965,5228.1,0
14713,32,1,2,2,0,1,0,1,4,3,29,1,999,0,1,-1.7,94.055,-39.8,0.713,4991.6,0
14714,29,8,1,3,0,0,0,1,4,2,145,4,999,0,1,1.4,94.465,-41.8,4.961,5228.1,0
14715,34,0,1,5,0,1,0,1,4,4,102,4,999,0,1,1.4,94.465,-41.8,4.962,5228.1,1
14716,47,7,0,5,0,1,1,0,6,3,336,1,15,3,0,-1.8,93.876,-40.0,0.688,5008.7,0
14717,27,9,1,2,0,0,1,1,6,3,245,2,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
14718,29,4,2,5,0,1,0,0,3,1,138,3,999,0,1,1.4,93.91799999999999,-42.7,4.962,5228.1,0
14719,58,0,2,4,0,0,0,1,4,3,203,2,999,0,1,1.4,94.465,-41.8,4.961,5228.1,0
14720,34,0,1,5,0,0,0,1,4,1,230,4,999,0,1,1.4,94.465,-41.8,4.865,5228.1,0
14721,32,1,1,2,0,1,0,0,7,3,61,2,999,1,0,-0.1,93.2,-42.0,4.1530000000000005,5195.8,0
14722,65,5,1,0,0,0,0,0,8,0,176,5,999,0,1,-3.4,92.431,-26.9,0.72,5017.5,0
14723,34,1,1,2,0,0,0,0,7,3,54,1,999,1,0,-0.1,93.2,-42.0,4.1530000000000005,5195.8,0
14724,41,1,1,0,0,1,0,0,3,1,1103,3,999,0,1,1.4,93.91799999999999,-42.7,4.96,5228.1,0
14725,31,6,2,5,0,0,0,0,1,1,209,1,999,2,0,-1.7,94.027,-38.3,0.898,4991.6,0
14726,50,1,1,5,0,0,0,0,7,0,108,1,999,0,1,-0.1,93.2,-42.0,4.021,5195.8,0
14727,30,1,1,0,0,1,0,0,0,1,202,1,999,0,1,-1.8,93.075,-47.1,1.405,5099.1,1
14728,33,0,1,3,0,1,0,0,9,3,212,1,999,0,1,-3.4,92.37899999999999,-29.8,0.8190000000000001,5017.5,0
14729,39,0,1,4,0,1,0,1,6,3,292,7,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
14730,38,0,1,5,0,1,0,0,8,4,90,1,999,0,1,-3.4,92.431,-26.9,0.74,5017.5,0
14732,55,1,0,0,0,1,0,0,6,4,254,3,999,0,1,-1.8,92.89299999999999,-46.2,1.281,5099.1,0
14733,31,1,1,2,0,0,0,0,3,4,715,1,999,0,1,1.4,93.91799999999999,-42.7,4.957,5228.1,0
14734,40,0,2,5,0,0,0,0,1,4,183,3,999,0,1,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
14735,55,5,1,4,0,1,0,1,6,2,301,1,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
14736,39,4,1,3,0,1,1,1,6,3,52,10,999,0,1,1.1,93.994,-36.4,4.856,5191.0,0
14737,29,6,1,5,0,0,0,0,6,3,105,2,999,0,1,-1.8,92.89299999999999,-46.2,1.266,5099.1,0
14738,49,1,1,0,0,1,0,1,4,2,290,1,999,0,1,1.4,94.465,-41.8,4.8660000000000005,5228.1,1
14739,31,1,1,1,0,1,0,1,8,3,154,1,999,0,1,-0.1,93.79799999999999,-40.4,4.86,5195.8,0
14740,37,1,2,4,0,0,0,0,3,3,96,1,999,0,1,1.4,93.91799999999999,-42.7,4.962,5228.1,1
14742,50,0,1,3,0,0,0,0,1,3,131,1,999,0,1,1.4,93.444,-36.1,4.965,5228.1,1
14743,35,10,2,5,0,0,0,0,1,1,386,2,999,0,1,1.4,93.444,-36.1,4.965,5228.1,0
14744,36,1,2,4,0,1,0,0,6,4,206,1,999,0,1,-1.8,92.89299999999999,-46.2,1.334,5099.1,0
14745,36,4,1,5,0,0,0,0,7,1,264,2,999,0,1,-0.1,93.2,-42.0,4.191,5195.8,0
14746,30,7,1,3,0,0,0,1,6,2,86,4,999,0,1,1.1,93.994,-36.4,4.86,5191.0,1
14747,60,5,0,4,0,1,0,0,0,2,968,1,5,2,0,-1.8,93.075,-47.1,1.365,5099.1,0
14748,59,9,1,5,0,0,0,0,3,2,213,10,999,0,1,1.4,93.91799999999999,-42.7,4.962,5228.1,0
14749,31,4,2,5,0,0,0,0,7,1,104,1,999,0,1,-0.1,93.2,-42.0,4.191,5195.8,0
14750,33,0,1,4,0,0,1,0,6,2,178,8,999,1,0,-1.8,92.89299999999999,-46.2,1.266,5099.1,0
14751,30,9,1,4,0,1,0,0,1,4,78,1,999,0,1,1.4,93.444,-36.1,4.965,5228.1,0
14752,29,9,2,3,0,0,0,1,6,1,171,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
14753,37,0,2,5,0,0,0,1,6,4,362,3,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
14754,37,9,0,3,0,1,0,1,6,4,95,6,999,0,1,1.1,93.994,-36.4,4.859,5191.0,1
14755,29,1,2,2,0,0,1,0,8,4,107,2,999,0,1,-3.4,92.431,-26.9,0.735,5017.5,0
14756,39,0,1,2,0,0,0,0,3,4,131,1,999,0,1,1.4,93.91799999999999,-42.7,4.962,5228.1,0
14758,31,1,0,2,0,0,0,1,6,2,475,2,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
14759,38,9,2,2,0,1,0,0,6,1,29,5,999,0,1,-1.8,92.89299999999999,-46.2,1.244,5099.1,0
14760,34,0,2,5,0,1,0,0,7,4,52,1,999,0,1,-0.1,93.2,-42.0,4.12,5195.8,0
14761,31,7,1,3,0,0,0,0,3,1,624,5,999,0,1,1.4,93.91799999999999,-42.7,4.96,5228.1,0
14762,51,10,1,4,0,0,0,1,6,4,912,2,999,0,1,1.1,93.994,-36.4,4.856,5191.0,1
14763,72,5,1,1,0,1,0,0,3,4,143,1,999,0,1,-1.7,94.215,-40.3,0.8809999999999999,4991.6,0
14764,47,7,1,3,0,1,0,0,1,4,370,4,999,0,1,1.4,93.444,-36.1,4.965,5228.1,0
14765,50,1,1,0,0,1,0,1,6,3,206,1,999,0,1,1.1,93.994,-36.4,4.856,5191.0,0
14766,55,0,0,5,0,1,0,1,4,0,17,6,999,0,1,1.4,94.465,-41.8,4.959,5228.1,0
14767,34,9,1,5,0,1,0,1,6,2,309,1,999,0,1,-1.8,92.89299999999999,-46.2,1.327,5099.1,1
14768,34,9,0,1,0,1,0,0,3,3,716,3,999,0,1,1.4,93.91799999999999,-42.7,4.961,5228.1,0
14769,53,9,0,4,0,0,0,1,6,0,327,2,999,0,1,1.1,93.994,-36.4,4.857,5191.0,1
14770,41,0,1,5,0,0,0,0,0,0,476,1,999,0,1,-1.8,93.075,-47.1,1.405,5099.1,0
14771,36,0,1,4,0,0,0,0,6,2,271,2,999,0,1,-1.8,92.89299999999999,-46.2,1.327,5099.1,1
14772,26,10,2,5,0,1,0,0,1,2,508,3,6,2,2,-1.7,94.027,-38.3,0.904,4991.6,0
14773,38,10,1,0,0,1,1,1,6,3,206,2,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
14774,56,1,1,0,0,0,0,1,6,0,116,1,999,0,1,1.1,93.994,-36.4,4.855,5191.0,0
14776,30,0,0,5,0,0,0,0,7,3,453,1,999,0,1,-0.1,93.2,-42.0,4.1530000000000005,5195.8,1
14777,30,0,2,5,0,1,0,0,0,2,502,1,0,1,2,-1.8,93.075,-47.1,1.365,5099.1,0
14778,55,5,0,4,0,0,0,1,4,4,182,1,999,0,1,1.4,94.465,-41.8,4.864,5228.1,0
14779,29,9,2,4,0,1,1,0,1,4,106,3,999,0,1,1.4,93.444,-36.1,4.965,5228.1,0
14780,42,0,1,2,0,0,0,1,0,1,406,3,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
14781,31,0,2,3,0,1,0,1,6,1,100,2,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
14782,34,0,2,5,0,1,0,0,6,4,36,1,999,1,0,-1.8,92.89299999999999,-46.2,1.334,5099.1,0
14784,26,9,1,1,0,0,1,1,6,3,261,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
14785,33,0,2,3,0,1,0,1,6,2,226,1,999,0,1,1.1,93.994,-36.4,4.855,5191.0,0
14786,47,0,1,2,0,1,0,0,1,0,109,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,1
14787,29,0,1,3,0,1,0,0,4,3,379,2,13,1,2,-1.7,94.055,-39.8,0.723,4991.6,0
14788,34,1,2,2,0,1,0,1,6,0,247,3,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
14789,55,0,0,3,0,1,0,0,0,0,278,2,999,0,1,-1.8,93.075,-47.1,1.405,5099.1,0
14790,36,6,1,5,0,1,0,0,5,0,101,1,999,0,1,-1.8,92.84299999999999,-50.0,1.531,5099.1,0
14791,36,7,1,3,0,0,0,0,3,4,79,3,999,0,1,1.4,93.91799999999999,-42.7,4.963,5228.1,0
14792,38,9,1,5,0,1,0,0,4,4,273,1,999,0,1,-2.9,92.963,-40.8,1.26,5076.2,0
14793,29,9,2,4,0,0,0,0,6,2,248,1,999,0,1,-1.8,92.89299999999999,-46.2,1.266,5099.1,0
14794,38,2,1,4,0,1,1,0,0,1,278,2,999,1,0,-1.8,93.075,-47.1,1.466,5099.1,0
14795,28,1,1,1,0,1,0,1,4,3,89,2,999,0,1,1.4,94.465,-41.8,4.961,5228.1,1
14797,40,0,1,5,0,1,1,0,1,3,197,1,999,0,1,1.4,93.444,-36.1,4.963,5228.1,0
14798,44,7,1,0,0,1,0,1,6,1,160,4,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
14799,31,0,0,5,0,0,0,1,6,4,346,2,999,0,1,1.1,93.994,-36.4,4.857,5191.0,1
14800,38,9,2,3,0,1,0,0,5,0,292,2,999,0,1,-1.8,93.369,-34.8,0.653,5008.7,0
14801,24,1,2,2,0,0,1,0,6,2,51,1,999,1,0,-1.8,92.89299999999999,-46.2,1.266,5099.1,0
14802,30,0,1,5,0,1,0,0,1,3,387,5,999,0,1,1.4,93.444,-36.1,4.963,5228.1,0
14803,54,0,1,5,0,0,0,0,7,1,178,1,999,0,1,-0.1,93.2,-42.0,4.191,5195.8,0
14804,52,9,0,2,0,1,1,1,6,1,257,1,999,0,1,1.1,93.994,-36.4,4.8580000000000005,5191.0,0
14805,53,2,1,1,0,1,0,1,7,0,228,6,999,0,1,-0.1,93.2,-42.0,4.021,5195.8,0
14806,36,0,1,5,0,0,0,0,1,3,28,13,999,0,1,1.4,93.444,-36.1,4.963,5228.1,0
14807,44,4,1,3,0,1,0,0,7,1,669,1,999,0,1,-0.1,93.2,-42.0,4.191,5195.8,0
14808,41,7,0,3,0,1,0,0,3,2,474,1,999,0,1,1.4,93.91799999999999,-42.7,4.968,5228.1,0
14809,49,2,1,3,0,0,0,0,6,3,123,1,999,0,1,-1.8,92.89299999999999,-46.2,1.344,5099.1,0
14810,56,5,1,3,0,1,0,0,1,3,109,3,999,0,1,1.4,93.444,-36.1,4.963,5228.1,0
14811,43,1,1,3,0,0,1,1,6,1,181,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,1
14812,60,0,1,5,0,1,0,1,3,2,363,1,999,0,1,-2.9,92.469,-33.6,1.072,5076.2,1
14814,32,9,1,5,0,1,0,1,6,4,186,2,999,0,1,-1.8,92.89299999999999,-46.2,1.27,5099.1,1
14815,52,7,0,3,0,1,1,0,7,1,652,2,999,1,0,-0.1,93.2,-42.0,4.191,5195.8,0
14816,42,0,0,3,0,0,0,0,0,1,190,2,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,1
14817,32,0,2,5,0,0,0,0,3,3,527,1,999,0,1,-1.7,94.215,-40.3,0.893,4991.6,1
14818,45,0,2,5,0,0,0,0,6,0,582,1,3,1,2,-1.8,92.89299999999999,-46.2,1.2590000000000001,5099.1,0
14819,37,1,2,2,0,0,0,1,6,0,136,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
14820,34,9,2,2,0,0,0,1,3,2,23,1,999,1,0,-1.7,94.215,-40.3,0.884,4991.6,0
14821,31,6,1,2,0,0,0,1,6,2,301,4,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
14822,34,4,1,5,0,0,0,0,0,0,433,1,999,0,1,-1.8,93.075,-47.1,1.405,5099.1,0
14823,40,2,1,3,0,0,0,1,4,1,78,1,999,0,1,1.4,94.465,-41.8,4.96,5228.1,0
14824,33,10,1,2,0,0,0,1,6,1,545,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
14825,34,0,2,3,0,1,0,0,0,0,183,1,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
14826,32,1,2,3,0,1,0,1,6,3,124,2,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
14827,54,0,1,5,0,1,0,0,3,2,65,43,999,0,1,1.4,93.91799999999999,-42.7,4.968,5228.1,0
14829,48,1,1,0,0,1,0,1,3,1,360,3,999,0,1,1.4,93.91799999999999,-42.7,4.96,5228.1,0
14830,28,1,2,2,0,1,0,1,4,4,525,1,999,0,1,1.4,94.465,-41.8,4.864,5228.1,0
14831,42,4,0,5,0,1,0,0,6,2,146,1,999,1,0,-1.8,92.89299999999999,-46.2,1.266,5099.1,0
14832,22,8,2,5,0,1,0,0,8,3,166,1,999,0,1,-1.1,94.601,-49.5,0.982,4963.6,0
14833,35,7,2,3,0,0,0,0,3,3,89,1,999,0,1,1.4,93.91799999999999,-42.7,4.962,5228.1,0
14834,40,1,0,1,0,0,0,0,0,1,399,2,999,0,1,-1.8,93.075,-47.1,1.466,5099.1,0
14835,42,7,1,3,0,0,0,1,6,4,169,2,999,0,1,1.1,93.994,-36.4,4.856,5191.0,0
14836,45,0,1,3,0,1,0,0,6,2,182,2,999,1,0,-1.8,92.89299999999999,-46.2,1.327,5099.1,0
14837,50,1,1,0,0,1,1,1,4,0,160,3,999,0,1,1.4,94.465,-41.8,4.959,5228.1,0
14838,36,0,2,5,0,0,0,0,0,2,208,12,999,1,0,-1.8,93.075,-47.1,1.435,5099.1,0
14839,31,7,2,3,0,0,1,0,3,2,9,17,999,0,1,1.4,93.91799999999999,-42.7,4.968,5228.1,0
14840,31,7,2,3,0,0,0,0,3,2,61,4,999,0,1,1.4,93.91799999999999,-42.7,4.968,5228.1,0
14841,32,1,1,2,0,1,0,1,4,1,39,1,999,0,1,1.4,94.465,-41.8,4.96,5228.1,0
14842,30,1,1,2,0,1,0,0,6,1,165,1,999,0,1,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,0
14843,52,0,1,0,0,1,0,0,7,1,74,1,999,0,1,-0.1,93.2,-42.0,4.191,5195.8,1
14844,34,1,1,3,0,0,0,0,6,4,590,1,999,0,1,-1.8,92.89299999999999,-46.2,1.281,5099.1,0
14845,53,7,1,5,0,0,0,0,6,0,136,1,999,1,0,-1.8,92.89299999999999,-46.2,1.25,5099.1,1
14847,21,0,2,3,0,1,0,0,3,4,111,1,999,0,1,1.4,93.91799999999999,-42.7,4.957,5228.1,0
14848,41,7,1,4,0,1,0,0,3,0,211,2,999,0,1,1.4,93.91799999999999,-42.7,4.963,5228.1,0
14849,54,4,0,5,0,1,0,1,6,3,92,4,999,0,1,1.1,93.994,-36.4,4.856,5191.0,0
14850,37,3,1,5,0,1,0,0,6,4,100,1,999,0,1,-1.8,93.876,-40.0,0.672,5008.7,0
14851,28,9,2,4,0,1,0,1,5,3,58,2,999,0,1,-1.8,92.84299999999999,-50.0,1.556,5099.1,0
14852,27,1,1,2,0,1,0,1,6,1,147,3,999,0,1,1.1,93.994,-36.4,4.8580000000000005,5191.0,0
14853,32,4,1,5,0,1,0,0,1,2,106,1,999,0,1,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
14854,31,0,2,5,0,1,0,0,0,1,239,1,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,1
14855,34,2,1,5,0,1,0,0,0,0,104,3,999,0,1,-1.8,93.075,-47.1,1.405,5099.1,0
14856,50,4,1,5,0,1,0,0,1,2,77,2,999,0,1,1.4,93.444,-36.1,4.962,5228.1,0
14857,57,3,0,1,0,1,0,1,3,2,51,1,999,0,1,1.4,93.91799999999999,-42.7,4.966,5228.1,0
14858,37,4,1,5,0,1,1,0,7,1,176,2,999,0,1,-0.1,93.2,-42.0,4.191,5195.8,0
14859,28,9,2,2,0,1,0,0,6,3,76,2,999,1,0,-1.8,92.89299999999999,-46.2,1.291,5099.1,0
14860,38,8,2,5,0,1,0,1,4,3,23,1,999,0,1,1.4,94.465,-41.8,4.864,5228.1,0
14861,22,7,2,3,0,1,0,0,3,3,246,3,999,0,1,1.4,93.91799999999999,-42.7,4.961,5228.1,0
14862,38,7,2,3,0,0,0,1,6,1,357,2,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
14863,27,3,1,2,0,1,0,1,6,2,160,1,999,0,1,1.1,93.994,-36.4,4.855,5191.0,1
14864,39,0,1,3,0,1,0,0,6,1,303,3,999,0,1,-1.8,92.89299999999999,-46.2,1.354,5099.1,0
14865,31,0,1,5,0,1,0,1,4,4,153,6,999,0,1,1.4,94.465,-41.8,4.864,5228.1,0
14866,42,9,0,2,0,0,0,1,6,4,211,1,999,0,1,1.1,93.994,-36.4,4.8580000000000005,5191.0,0
14867,32,9,1,5,0,0,0,0,1,0,198,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,0
14868,29,0,2,5,0,1,0,0,1,3,307,1,999,0,1,-2.9,92.20100000000001,-31.4,0.8590000000000001,5076.2,0
14869,31,1,1,1,0,1,0,0,3,3,387,4,999,0,1,1.4,93.91799999999999,-42.7,4.961,5228.1,0
14870,42,4,1,5,0,0,0,1,6,1,64,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
14871,34,0,1,5,0,1,0,0,1,3,97,1,999,0,1,1.4,93.444,-36.1,4.968,5228.1,0
14872,49,9,0,4,0,1,0,0,6,3,130,3,999,0,1,-1.8,92.89299999999999,-46.2,1.291,5099.1,0
14873,18,8,2,2,0,1,0,0,2,1,446,2,999,0,1,-3.0,92.713,-33.0,0.715,5023.5,0
14874,48,10,2,2,0,0,0,0,1,0,173,2,999,0,1,-2.9,92.20100000000001,-31.4,0.8809999999999999,5076.2,0
14875,33,1,1,1,0,0,0,0,6,0,218,4,999,0,1,-1.8,92.89299999999999,-46.2,1.25,5099.1,0
14876,35,1,2,4,0,0,1,1,6,4,600,2,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
14877,32,9,0,4,0,1,1,0,1,4,11,12,999,0,1,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
14878,29,7,1,4,0,0,0,1,4,2,46,1,999,0,1,1.4,94.465,-41.8,4.958,5228.1,0
14879,45,7,0,3,0,0,0,0,3,1,295,1,999,0,1,1.4,93.91799999999999,-42.7,4.96,5228.1,0
14880,33,6,1,1,0,0,0,1,6,0,648,5,999,0,1,1.1,93.994,-36.4,4.864,5191.0,0
14881,26,9,2,5,0,0,1,0,3,3,67,5,999,1,0,-2.9,92.469,-33.6,0.9079999999999999,5076.2,0
14882,25,0,2,3,0,1,0,0,6,0,238,6,999,2,0,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,1
14883,48,0,0,5,0,0,0,0,1,2,172,3,3,6,2,-1.7,94.027,-38.3,0.904,4991.6,0
14884,35,7,2,3,0,0,0,0,6,4,234,3,999,0,1,-1.8,92.89299999999999,-46.2,1.281,5099.1,0
14885,35,0,1,5,0,1,1,1,6,1,67,1,999,0,1,1.1,93.994,-36.4,4.8580000000000005,5191.0,0
14886,36,9,1,4,0,0,0,1,4,4,183,9,999,0,1,1.4,94.465,-41.8,4.959,5228.1,0
14887,35,8,2,5,0,0,0,1,6,2,297,1,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
14888,55,0,0,5,0,1,0,1,6,4,74,2,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
14889,46,1,1,0,0,1,0,0,7,4,416,2,999,0,1,-0.1,93.2,-42.0,4.12,5195.8,0
14890,30,9,1,4,0,1,0,0,3,1,279,11,999,0,1,1.4,93.91799999999999,-42.7,4.96,5228.1,0
14891,28,0,2,5,0,1,0,0,7,4,170,1,999,0,1,-3.4,92.649,-30.1,0.716,5017.5,0
14892,38,7,2,3,0,1,0,0,1,2,228,1,999,0,1,1.4,93.444,-36.1,4.968,5228.1,0
14893,33,10,1,5,0,0,0,0,1,0,247,2,999,0,1,1.4,93.444,-36.1,4.9639999999999995,5228.1,1
14894,48,10,1,1,0,0,0,0,3,2,1850,1,999,0,1,1.4,93.91799999999999,-42.7,4.962,5228.1,0
14895,40,4,1,5,0,0,0,0,6,2,190,2,999,0,1,-1.8,92.89299999999999,-46.2,1.266,5099.1,0
14896,30,0,2,5,0,1,0,0,1,0,141,1,999,0,1,1.4,93.444,-36.1,4.963,5228.1,0
14897,40,0,1,3,0,1,0,1,4,3,406,3,999,0,1,1.4,94.465,-41.8,4.864,5228.1,0
14898,51,1,1,0,0,0,0,1,4,2,16,9,999,0,1,1.4,94.465,-41.8,4.961,5228.1,0
14899,53,0,1,3,0,0,0,0,1,4,552,1,999,0,1,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
14900,20,8,2,2,0,1,0,0,5,2,267,2,999,0,1,-1.8,92.84299999999999,-50.0,1.538,5099.1,0
14901,33,1,1,1,0,1,1,0,6,0,306,4,999,1,0,-1.8,92.89299999999999,-46.2,1.25,5099.1,0
14902,54,0,0,5,0,1,1,0,7,3,355,2,999,0,1,-0.1,93.2,-42.0,4.1530000000000005,5195.8,0
14903,37,7,1,3,0,1,0,0,7,0,63,2,999,0,1,-0.1,93.2,-42.0,4.021,5195.8,0
14904,49,0,0,3,0,1,0,1,6,4,202,3,999,0,1,1.1,93.994,-36.4,4.8580000000000005,5191.0,0
14905,36,1,1,0,0,0,0,0,6,2,11,1,999,0,1,-1.8,92.89299999999999,-46.2,1.327,5099.1,0
14906,31,1,0,2,0,1,0,0,3,2,315,1,999,0,1,1.4,93.91799999999999,-42.7,4.963,5228.1,1
14907,51,9,1,5,0,1,0,0,0,2,526,2,999,1,0,-1.8,93.075,-47.1,1.365,5099.1,0
14908,45,1,1,0,0,1,0,0,0,2,479,1,999,1,0,-1.8,93.075,-47.1,1.41,5099.1,0
14909,30,9,1,2,0,0,0,0,6,4,226,4,999,1,0,-1.8,92.89299999999999,-46.2,1.281,5099.1,0
14910,37,7,2,2,0,0,0,0,6,3,247,1,999,0,1,-1.8,92.89299999999999,-46.2,1.344,5099.1,0
14911,32,4,2,5,0,1,1,0,5,3,97,1,999,0,1,-1.8,92.84299999999999,-50.0,1.6869999999999998,5099.1,0
14912,31,4,1,5,0,1,0,0,7,1,37,1,999,0,1,-0.1,93.2,-42.0,4.191,5195.8,0
14913,34,0,1,5,0,1,0,0,7,4,174,1,999,0,1,-0.1,93.2,-42.0,4.12,5195.8,0
14914,55,1,1,4,0,1,1,0,6,0,197,3,999,1,0,-1.8,92.89299999999999,-46.2,1.25,5099.1,0
14915,25,0,1,3,0,1,0,1,6,0,4,2,999,0,1,1.1,93.994,-36.4,4.859,5191.0,0
14916,44,9,0,4,0,0,0,0,0,3,208,1,999,0,1,-1.8,93.075,-47.1,1.453,5099.1,0
14917,41,1,1,2,0,1,0,1,6,2,314,7,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
14918,20,8,2,3,0,0,0,1,1,0,159,2,4,2,2,-2.9,92.20100000000001,-31.4,0.8690000000000001,5076.2,0
14919,29,1,2,3,0,1,1,0,6,4,146,1,999,0,1,-1.8,92.89299999999999,-46.2,1.281,5099.1,0
14920,59,0,1,5,0,1,0,1,4,4,47,2,999,0,1,1.4,94.465,-41.8,4.962,5228.1,0
14921,46,5,1,5,0,0,0,1,6,2,334,2,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
14922,38,9,1,4,0,1,1,0,0,2,117,1,999,0,1,-1.8,93.075,-47.1,1.406,5099.1,0
14923,28,8,2,3,0,1,0,1,4,1,131,2,999,0,1,1.4,94.465,-41.8,4.96,5228.1,0
14924,34,6,1,5,0,0,0,0,7,4,126,2,999,0,1,-0.1,93.2,-42.0,4.12,5195.8,0
14925,46,3,1,0,0,1,0,1,6,2,158,1,999,0,1,1.1,93.994,-36.4,4.86,5191.0,1
14926,40,0,2,3,0,1,0,0,0,1,133,1,999,0,1,-1.8,93.075,-47.1,1.405,5099.1,1
14927,21,8,2,3,0,1,0,0,4,1,202,2,999,0,1,-2.9,92.963,-40.8,1.266,5076.2,0
14928,33,1,1,2,0,1,0,1,6,1,140,2,999,0,1,1.1,93.994,-36.4,4.8580000000000005,5191.0,0
14929,58,5,1,0,0,0,1,0,3,3,52,1,999,0,1,1.4,93.91799999999999,-42.7,4.961,5228.1,0
14932,28,9,2,4,0,1,0,1,6,4,185,1,999,1,0,-1.8,92.89299999999999,-46.2,1.281,5099.1,0
14933,47,4,1,2,0,0,0,0,4,3,132,4,999,0,1,-2.9,92.963,-40.8,1.262,5076.2,0
14934,44,1,1,2,0,0,0,0,6,2,315,2,999,0,1,-1.8,92.89299999999999,-46.2,1.327,5099.1,0
14935,42,0,0,5,0,0,0,1,6,0,254,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
14937,53,5,1,4,0,0,0,0,3,0,124,2,999,0,1,1.4,93.91799999999999,-42.7,4.962,5228.1,0
14938,36,0,2,3,0,0,0,0,6,4,473,1,999,0,1,-1.8,92.89299999999999,-46.2,1.334,5099.1,0
14939,35,0,1,5,0,0,0,0,0,0,203,1,999,0,1,-1.8,93.075,-47.1,1.405,5099.1,0
14940,40,1,1,2,0,1,0,1,6,2,21,5,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
14941,44,7,1,0,0,0,0,0,3,0,226,1,999,0,1,1.4,93.91799999999999,-42.7,4.957,5228.1,0
14942,60,5,0,0,0,1,0,1,4,1,253,4,999,0,1,1.4,94.465,-41.8,4.961,5228.1,0
14943,32,0,2,5,0,0,0,0,7,4,1307,3,999,1,0,-0.1,93.2,-42.0,4.12,5195.8,0
14944,41,1,2,1,0,0,0,0,3,4,92,1,999,0,1,1.4,93.91799999999999,-42.7,4.963,5228.1,0
14946,25,7,1,4,0,0,0,1,6,2,125,3,999,0,1,1.1,93.994,-36.4,4.855,5191.0,0
14947,44,3,1,3,0,1,0,0,3,1,1200,1,999,0,1,1.4,93.91799999999999,-42.7,4.96,5228.1,0
14948,56,1,1,0,0,1,0,0,1,2,366,1,999,0,1,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
14949,47,1,1,1,0,1,0,1,4,2,786,1,999,0,1,1.4,94.465,-41.8,4.961,5228.1,0
14950,35,6,2,5,0,0,0,0,6,0,1243,2,999,0,1,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,0
14951,45,9,1,5,0,1,0,0,1,1,372,1,999,0,1,1.4,93.444,-36.1,4.97,5228.1,0
